Upi,Fleng,Fwidth,RawLength,RawWidth,Quantity,Material,Graining,UniqueEdgeId1LeadingEdge,UniqueEdgeId2LeadingEdge,UniqueEdgeId3LeadingEdge,UniqueEdgeId4LeadingEdge,Orientation,Materialflow,SerialNumber,Customernumber,Cart,PartName,Batchnumber,ErpEdge,CsvRemark,DoubleFaces,Thickness,MillingType,Reverse,PackQuantity,PackNumber,SwplQuantity,LotCode,LotDesc,ProjectName,Ftlx,Fen,Color,CabinetNo,DrillingType,WareFlag,ProductColor,CrId,NailFlag,PickupDate,ItemCodeSimple,EmergencyFlag,GIndex,SubBatchArea,DealerName,PVC,LineNo,FlowName,OptimizeList,FactoryCode,Info6DrillingNo,ItemCode,DiagonalLine,DoolFleng,DoolFwidth,DateTimeType,BatchSeq,SeeLightFlag,ReproduceFlag,CabinetNumber,ProductTypeName,PartTypeName,ModelType,HhWall,HhHandleface,DoorSerialNumber,HhLocktype,HhHingetype,OrderBrand,LineItemName,LineItemCode,HhMachiningOne,DetailRemark,HhBottomdis,DePlanComments,HgDoorSerialNumber,IsInsertedPanelLine,OldTaskNo,OldNeedItemNumber,TransverseStriation,HandleRemark,Specification,ProductDateEnd,BatchOrder,SourceColor,HhSpecification,HhMachiningTwo,HhSeq,MmGroovemessage,SealDarkintDamper,DoorPocketNum,HandleShortName,ColourTonal,MmColourmixture,MmSpecOrderRemark,BatchCarNo,BatchCarNoIndex,GcPanelType,SpecialProcess,EdgebandColour,SurfaceColor,EdgebandLogoFlag,TypeOfProduction,OriginLength,OriginWidth,DrillingNoLastFour,EdgebandLogoFlagExtend,HalmaMillType,CpnOuterColorDescriptionZH,PackageBatch,Shape,ShapeFlag,OrderBrandClass,Handle,PotColor,SpellTrayCode,TrayCode,Suite,RouteName,CommentsInValue,FilmCoverItemCode,FilmCoverPictureCode,Layer,SingleOrderSeat,SingleOrderArea,LastCol
1320030000000.0,1401.0,350.0,1402.0,350.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_10,381279230,Y0323142400085-12,33,非标18mm见光侧板(VA),ZJ_ZN241102A1-1,2H△2L,,,18,,,19,10,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320033271011-33-1,,11月5日,,,,柜3区,杭州佳盛,034B,115,智能矩形,,132003327,,FC11801VA,1444.06,1401.0,350.0,B,1,★,,,,,,,,125-115,,,索菲亚,非标18mm见光侧板(VA),,  ,,扇地缝:,,33-115,0,,,,,1401*350*18,,ZJ_ZN241102A1-1 | Y0323142400085-12,034B,18*350*1401,,125-115-,,；；,,,深花色,,,0,0,,,34,,,,1402.0,350.0,1011,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1319660000000.0,182.0,519.0,183.0,519.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_16,381279230,P3525012400221-4,99,非标18mm左侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,9,3,6,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A6,,,1319660331011-99-1,,11月5日,,,,柜3区,富阳区,034B,43,智能矩形,,131966033,,FC118159LVA,549.99,182.0,519.0,B,1,,,,,,,,,83-43,,,索菲亚,非标18mm左侧板(VA),,  ,,扇地缝:,,99-43,0,,,,,182*519*18,,ZJ_ZN241102A1-1 | P3525012400221-4,034B,18*519*182,,83-43-,,；；,,左,深花色,,,0,0,,,34,,,,183.0,519.5,1011,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P042,,,6,,,,,,,End
1319090000000.0,435.0,544.0,436.0,544.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_10,381279230,P0120052400199-10,1,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,+,11,1,10,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A3,,,1319094621005-1-1,,11月5日,,,,柜3区,潍坊,034B,77,智能矩形,,131909462,,FC21801VA,696.53,435.0,544.0,B,1,,,,,,,,,111-77,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,1-77,0,,,,,435*544*18,,ZJ_ZN241102A1-1 | P0120052400199-10,034B,18*544*435,,111-77-,,；；,,,深花色,,,0,0,,,34,,,,436.0,544.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1319090000000.0,1164.0,563.0,1165.0,563.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P0120052400199-10,1,非标18mm顶固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,5,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319094621031-1-1,,11月5日,,,,柜3区,潍坊,034B,74,智能矩形,,131909462,,FG0121801VA,1293.01,1164.0,563.0,B,1,,,,,,,,,111-74,,,索菲亚,非标18mm顶固层(VA),,  ,,扇地缝:,,1-74,0,,,,,1164*563*18,,ZJ_ZN241102A1-1 | P0120052400199-10,034B,18*563*1164,,111-74-,,；；,,,深花色,,,0,0,,,34,,,,1165.0,563.5,1031,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P046,,,6,,,,,,,End
1320030000000.0,590.0,544.0,591.0,544.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0323142400085-12,33,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,19,11,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320033271005-33-1,,11月5日,,,,柜3区,杭州佳盛,034B,109,智能矩形,,132003327,,FC21801VA,802.52,590.0,544.0,B,1,,,,,,,,,125-109,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,33-109,0,,,,,590*544*18,,ZJ_ZN241102A1-1 | Y0323142400085-12,034B,18*544*590,,125-109-,,；；,,,深花色,,,0,0,,,34,,,,591.0,544.5,1005,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1319650000000.0,1686.0,294.0,1687.0,294.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-5,76,非标中固层(前后见光)(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,10,9,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650661025-76-1,,11月5日,,,,柜3区,杭州,034B,40,智能矩形,,131965066,1319650000000.0,FG0318026VA,1711.44,1686.0,294.0,B,1,,,,,,,,,62-40,,,索菲亚,非标中固层(前后见光)(VA),,  ,,扇地缝:,,76-40,0,,,,,1686*294*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*294*1686,,62-40-,,；；,,,深花色,,,0,0,,,34,,,,1687.0,294.0,1025,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1319650000000.0,313.5,549.5,314.5,550.5,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_16,381279230,Y0115432401009-5,76,18mm背板(VA),ZJ_ZN241102A1-1,四,,,18,,,10,4,5,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A8,,,1319650661066-76-1,,11月5日,,,,柜3区,杭州,034B,25,智能矩形,,131965066,,FB11805VA,632.64,313.5,549.5,B,1,,,,,,,,,62-25,,,索菲亚,18mm背板(VA),,  ,,扇地缝:,,76-25,0,,,,,313.5*549.5*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*549.5*313.5,,62-25-,,；；,,,深花色,,,0,0,,,34,,,,314.5,550.5,1066,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1319600000000.0,326.0,321.0,327.0,321.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P3854012400162-3,84,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,4,1,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319602841020-84-1,,11月5日,,,,柜3区,扬州市,034B,3,智能矩形,,131960284,,FG0318019VA,457.51,326.0,321.0,B,1,,,,,,,,,3月31日,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,Mar-84,0,,,,,326*321*18,,ZJ_ZN241102A1-1 | P3854012400162-3,034B,18*321*326,,31-3-,,；；,,,深花色,,,0,0,,,34,,,,327.0,321.5,1020,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P052,,,6,,,,,,,End
1320020000000.0,327.0,260.0,327.0,260.5,1,VA_18_034B,1,FBD6_22_034,FBD0041_034,FBD0041_034,FBD0041_034,0,1_6_10,381279230,P3726012400098-6,86,非标榻榻米左外侧板(VA),ZJ_ZN241102A1-1,1H2L△1H,,,18,,,2,1,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320023361001-86-1,,11月5日,,,,柜3区,镇江新区,034B,3,智能矩形,,132002336,,FC21821LVA,417.77,327.0,260.0,B,1,,,,,,,,,6月3日,,,索菲亚,非标榻榻米左外侧板(VA),,  ,,扇地缝:,,Mar-86,0,,,,,327*260*18,,ZJ_ZN241102A1-1 | P3726012400098-6,034B,18*260*327,,6-3-,,；；,,左,深花色,,,0,0,,,34,,,,327.0,260.5,1001,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P080,,,6,,,,,,,End
1319500000000.0,2220.0,474.0,2221.0,474.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-2,87,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,,18,,,10,8,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319499801006-87-1,,11月5日,,,,柜3区,吴江,034B,92,智能矩形,,131949980,,FC21801VA,2270.04,2220.0,474.0,B,1,,,,,,,,,107-92,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,87-92,0,,,,,2220*474*18,,ZJ_ZN241102A1-1 | Y0112032400254-2,034B,18*474*2220,,107-92-,,；；,,,深花色,,,0,0,,,34,,,,2221.0,474.5,1006,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1319500000000.0,726.0,473.0,727.0,473.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0112032400254-2,87,非标18mm底固层(打三合一)(VA),ZJ_ZN241102A1-1,四○,,,18,,,10,1,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319499801087-87-1,,11月5日,,,,柜3区,吴江,034B,17,智能矩形,,131949980,,FG031854VA,866.49,726.0,473.0,B,1,,,,,,,,,107-17,,,索菲亚,非标18mm底固层(打三合一)(VA),,  ,,扇地缝:,,87-17,0,,,,,726*473*18,,ZJ_ZN241102A1-1 | Y0112032400254-2,034B,18*473*726,,107-17-,,；；,,,深花色,,,0,0,,,34,,,,727.0,473.5,1087,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y033,,,6,,,,,,,End
1318110000000.0,812.5,540.0,813.5,540.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_12,381279230,P0091032400235-5,六,非标18mm不见光侧板(VA),ZJ_ZN241102A1-1,四○,,双,18,,,11,8,3,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1318110571040-6-1,,11月5日,,,,柜3区,福州,034B,67,智能矩形,,131811057,1318110000000.0,FC21801VA,975.58,812.5,540.0,B,1,,,,,,,,,89-67,,,索菲亚,非标18mm不见光侧板(VA),,  ,,扇地缝:,,六-67,0,,,,,812.5*540*18,,ZJ_ZN241102A1-1 | P0091032400235-5,034B,18*540*812.5,,89-67-,,；；,,,深花色,,,0,0,,,34,,,,813.5,540.5,1040,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P004,,,6,,,,,,,End
1320030000000.0,717.5,458.5,718.5,459.5,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_16,381279230,Y0323142400085-12,33,18mm背板(VA),ZJ_ZN241102A1-1,四,,,18,,,19,15,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A8,,,1320033271137-33-1,,11月5日,,,,柜3区,杭州佳盛,034B,43,智能矩形,,132003327,,FB11805VA,851.49,717.5,458.5,B,1,,,,,,,,,125-43,,,索菲亚,18mm背板(VA),,  ,,扇地缝:,,33-43,0,,,,,717.5*458.5*18,,ZJ_ZN241102A1-1 | Y0323142400085-12,034B,18*458.5*717.5,,125-43-,,；；,,,深花色,,,0,0,,,34,,,,718.5,459.5,1137,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1319650000000.0,310.7,364.5,311.7,365.5,1,VA_18_034B,1,FBD6_22_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,1,1_6_16,381279230,Y0115432401009-5,76,18mm背板(VA),ZJ_ZN241102A1-1,四,,,18,,,10,2,9,ZJ_ZN241102A1-1(3),,,矩形,分,034BENF,,A8,,,1319650661057-76-1,,11月5日,,,,柜3区,杭州,034B,16,智能矩形,,131965066,,FB11805VA,478.95,310.7,364.5,B,1,,,,,,,,,62-16,,,索菲亚,18mm背板(VA),,  ,,扇地缝:,,76-16,0,,,,,310.7*364.5*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*364.5*310.7,,62-16-,,；；,,,深花色,,,0,0,,,34,,,,311.7,365.5,1057,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1318110000000.0,1534.0,541.0,1535.0,541.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,P0091032400235-5,六,非标上固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,11,10,2,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1318110571012-6-1,,11月5日,,,,柜3区,福州,034B,79,智能矩形,,131811057,,FG0118018VA,1626.6,1534.0,541.0,B,1,,,,,,,,,89-79,,,索菲亚,非标上固层(VA),,  ,,扇地缝:,,六-79,0,,,,,1534*541*18,,ZJ_ZN241102A1-1 | P0091032400235-5,034B,18*541*1534,,89-79-,,；；,,,深花色,,,0,0,,,34,,,,1535.0,541.5,1012,,,034B_尼可胡桃,02A1-1,,,索柜,,,05P004,,,6,,,,,,,End
1320030000000.0,509.0,331.0,510.0,331.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0323142400085-12,33,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,19,9,5,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1320033271039-33-1,,11月5日,,,,柜3区,杭州佳盛,034B,68,智能矩形,,132003327,,FG0318019VA,607.16,509.0,331.0,B,1,,,,,,,,,125-68,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,33-68,0,,,,,509*331*18,,ZJ_ZN241102A1-1 | Y0323142400085-12,034B,18*331*509,,125-68-,,；；,,,深花色,,,0,0,,,34,,,,510.0,331.5,1039,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y081,,,6,,,,,,,End
1319650000000.0,415.0,288.0,416.0,288.5,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD6_22_034,FBD6_22_034,0,1_6_10,381279230,Y0115432401009-5,76,非标中固层(VA),ZJ_ZN241102A1-1,四○,,,18,,,10,5,9,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A3,,,1319650661018-76-1,,11月5日,,,,柜3区,杭州,034B,33,智能矩形,,131965066,,FG0318019VA,505.14,415.0,288.0,B,1,,,,,,,,,62-33,,,索菲亚,非标中固层(VA),,  ,,扇地缝:,,76-33,0,,,,,415*288*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*288*415,,62-33-,,；；,,,深花色,,,0,0,,,34,,,,416.0,288.5,1018,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
1319650000000.0,1686.0,294.0,1687.0,294.0,1,VA_18_034B,1,FBD0041_034,FBD6_22_034,FBD0041_034,FBD6_22_034,0,1_6_12,381279230,Y0115432401009-5,76,非标中固层(前后见光)(VA),ZJ_ZN241102A1-1,2H△2L,,双,18,,,10,8,4,ZJ_ZN241102A1-1(3),,,矩形,,034BENF,,A2,,,1319650661020-76-1,,11月5日,,,,柜3区,杭州,034B,35,智能矩形,,131965066,1319650000000.0,FG0318026VA,1711.44,1686.0,294.0,B,1,,,,,,,,,62-35,,,索菲亚,非标中固层(前后见光)(VA),,  ,,扇地缝:,,76-35,0,,,,,1686*294*18,,ZJ_ZN241102A1-1 | Y0115432401009-5,034B,18*294*1686,,62-35-,,；；,,,深花色,,,0,0,,,34,,,,1687.0,294.0,1020,,,034B_尼可胡桃,02A1-1,,,索柜,,,05Y034,,,6,,,,,,,End
